,segment,avg_grade,climb_category,climb_category_desc,distance,elev_difference,name,points,resource_state,starred,s_lat,s_lng,e_lat,e_lng,country_code,loc_name,efforts_log,hotel_distances,mean_hotel_distances,std_hotel_distances,median_hotel_distances,25_hotel_distances,75_hotel_distances,num_trainings,regional_code
0,9802256,5.0,2,3,5047.5,253.6,salita di nikkà completa - dal mare alla chiesetta,{_h_Fg|chANIJOPy@Is@pEeHz@sA^e@R_@Lg@R}ALYl@a@tCe@NKn@q@lAeBdAwB`BgEh@{At@gCl@_BP]n@}@b@{@f@oA\s@jAyC^u@pBeF\o@x@sA^u@FWb@eCJa@z@{AJc@F]Do@ESMUKKw@i@SEMBQNi@bAc@n@e@\i@RUF_CNuADs@AuCMcBC}Bk@YM}Bm@oAg@QOGa@B[FOZObCe@rDy@^UX[NYxCwId@_Ad@e@zBoBb@[|@w@vAe@|Bo@j@QNI`@m@Rm@B_@E_@CcAEc@IuC[kHEa@Q[c@MgAAiJLO@w@XYTq@Zy@Ni@BSAME[UM[CY?a@BQDOPYfA_An@o@zBwChByBl@_ANg@\oBN]z@mAN_@V_Ap@{C@y@Ci@Ee@S{@o@uBQo@CYCgCg@_Ee@wBa@kA,2,False,36.746387,11.985483,36.740153,12.019223,it,Pantelleria,1.81291335664,2,184.979042587,44.22197832609999,171.97041937900002,10.2169565342,64.8300734056,65,SIC
1,8836676,4.3,1,4,2616.8,113.4,Bivio Rekale/Madonna dietro Isola,_pg_Fo|fhAfH{Ad@O^W^_@Vg@`CiHRm@Ve@t@w@xDeDl@Yj@U|Cy@r@[`@q@Je@@oAGsA?s@SkDOqEEk@Sa@SIg@CkDLkCAs@AqADo@Xq@`@a@NwAN[ESSUs@AW@SF]JStAoAn@o@xAgBhDyEJW`@uBJ_@bAyATo@bAsE@OAm@Gy@SaAs@yBOw@Ca@AkBCa@m@mDa@mB,2,False,36.743841,12.000883,36.740031,12.018798,it,Pantelleria,1.90848501888,2,184.241665748,43.9452978746,171.711704996,11.0777500471,65.1697748812,81,SIC
2,9744834,6.4,2,3,2728.4,175.2,salita di ghirlanda,scm_FoxlhAPLT\Jj@Dz@BNDNLPJHTHd@@d@Ud@g@JGRCZDjAh@TNpAn@ZXDNDZEl@OPODeCBGBMJC\ThATv@NNVLfATHF@FEJSAa@DaAXQ@e@S[[]c@c@MY?OLQVu@VKPWnAANBLJHD?r@OJBDFALGJgAf@OPGRAZ@RJXf@r@h@`@DHDXI~@WrB?RBTLVFHlA~@r@n@z@l@^\b@XRP^Pl@PN@NEFWEmA?m@P]REP@v@b@LNhDnBJLJHb@Nj@d@T\DnBDJp@z@ZzBFTBpCQzAcCjGQn@?NJXJH\Hl@F|@@r@e@F?XBh@ZHJF`@DdATjCHt@Nr@,2,False,36.772586,12.030962,36.766362,12.015915,it,Pantelleria,1.7242758696,2,181.23514080799998,43.3906082514,167.751725542,10.3594887814,62.890388575,53,SIC
3,4264640,14.8,1,4,620.2,91.9,Via Preda Climb,chg_Fk{dhAbA_CfAoCvC}IVe@v@kAXg@hAmCrAoDf@kA,2,False,36.742584,11.990467,36.739603,11.996313,it,Pantelleria,1.83884909074,2,184.87999039,44.1343045181,172.19174043400002,10.7827729682,65.2380456087,69,SIC
4,4264641,9.7,1,4,1233.3,120.1,Via Preda Climb,mjf_F{vfhABWAOIUIKy@o@KEYCUNo@pAWd@YTMBiAb@WDaELkBKsBGw@?o@Ge@KmGqBc@QIGGW?WDWNQTG~AYhE_Ah@URQh@eAxAyDV}@BUXm@,2,False,36.737837,11.999982,36.741032,12.003522,it,Pantelleria,1.8260748027,2,184.57595001200002,43.967203359399996,172.359572993,11.6273043824,65.7711981948,67,SIC
5,6745380,4.6,2,3,3518.7,163.2,Via Preda Climb,{cj_FkgphA^pAjAvEPd@LRf@^xBhAl@t@n@xAPPVJzANvB\ZLRJxA`Bz@hBhBjBNZTt@tAbFbAlBb@dA~AjHJtCD^j@lB^z@vCrE|CtBp@l@^XdAh@b@f@h@r@x@x@Zd@^bAt@nA~@|B`ApET^x@p@LPJPj@|Af@xBP`@PT|AzAb@v@d@f@Zt@X`Ar@vAl@jC`@xBj@pBFz@Rr@`ArBrBrCH\Fx@N~@jBpHLz@RzDHx@N`@n@hAt@jBd@n@f@pAd@jB^bC,2,False,36.757265,12.048705,36.739764,12.017879,it,Pantelleria,1.91381385238,2,180.98817597099998,43.035241192,168.761502086,12.6637817007,64.61123817880001,82,SIC
6,8875248,7.2,2,3,2689.2,194.9,Salita del Gibele,_zk_FssihAMFIHg@p@OTWl@IJk@XIJEHDz@NlBCPEFQDw@LIBsAnAIJ?bBGt@@d@E`@Ul@e@dC}@hAEHAPTt@Zp@h@l@@ZEbACZERu@x@g@Ji@BOF_@fAW`@_@`@m@d@YZOZGf@IJMHg@DKHAH?L`Ap@BJAFMFI?e@GOIIBK?g@CMEMGq@m@O?KHCFBf@\dAHPDNBX?HGb@Yr@@~AFhBF`A@t@BHZRHL@NGDI?UKaAu@QSGUYUWe@So@{@gAk@yBe@aA[cA[q@MOq@_@c@Oe@WuBaBuAw@OE_@C]Iq@Ya@Mm@UKIKSKKMGPFCEC@@DGIa@Gk@[QFGNEDQAYQUK}@Oe@Yi@Sa@[[IYOWE_@[a@SUSOMS_@,2,False,36.765923,12.014823,36.778253,12.009021,it,Pantelleria,1.8920946026900003,2,182.433180184,43.6923799645,168.973294464,9.81144533047,63.186614647,78,SIC
7,2158381,4.4,1,4,2179.3,95.2,"Via Preda, 1 Climb",{|k_FykahAFCNUVUFOB]JQ~AsCr@mCZqBNs@x@uCDYz@iDJ[FKBUTaA\qALs@XkAPm@DUNe@f@qBZ_ARgA^}A\eAJq@p@gHj@yBVmAlAiHN]ZA`B`@VHlHvDVFVCjBy@TWBQFeC?UEUOm@UwAUcAcAyDKq@q@iCCS@c@d@_AL_@XqB,2,False,36.7663886875,11.9726108472,36.7591894963,11.9902950088,it,Pantelleria,1.71600334363,2,184.76927953700002,44.4700409952,170.367430153,7.72629730158,62.7402639699,52,SIC
8,9609136,5.0,1,4,2436.2,127.8,incrocio balata/parcheggio sentiero balata,}`i_F_|nhA|@hB|AxGPtBXjCp@vBxA~BfBxBhBlAjAfAxAx@zChDp@|At@rAbAjCd@|Br@`BfAnAv@tBf@vBnAvAtAhBbChF`CxKd@jBfBzCx@jAFPv@fEzAzGR~C^fCbAxBVv@LNj@~@,2,False,36.751672,12.041761,36.740237,12.019326,it,Pantelleria,1.95904139232,2,181.62924809700002,43.1721036895,169.56301923200002,12.6226207746,64.9744738424,91,SIC
9,16028225,3.7,1,4,2340.1,87.1,P.Grande to Gen.Palazzuolo,ccn_F}jexAQcAS}BCqB?eFQqC_@gEA_BKeCk@yDiBiJKo@Ag@LiEAwBYoCeC}Jc@qAa@q@cCcCY]o@eAa@w@Yu@QeAC[Cg@Bg@Je@f@iBVaATkCDcA?gIB_Ad@qG@}@B{KCwC,2,False,36.777622,14.614396,36.780769,14.639191,it,Scicli,2.3344537511500003,21,99.80505464149999,39.698751389899996,102.937103921,3.5485329506300003,6.79119751734,216,SIC
10,16361292,2.7,1,4,3833.2,106.1,Sp 95,}ym_FyedxAKeA]sBs@uFs@_GS_DC_BISk@a@OQMWQ{@k@}BSsAI}BH}FAy@E{@e@kFGeEKiAa@iCgAoFk@sBQcACy@HsBDyDEsAKcAyByIk@oBWi@SWqCsCeAcBe@gAU_AKs@Ce@Fy@~@oDLw@J_ANiDGkC@aCJeB\_DHwB?i@EkAAuABmFEwD?uAFaB@iDCeECo@K_Bk@eE}@mEs@uEq@uDq@sEMmBHe@C_@Ie@Ao@,2,False,36.776155,14.608455,36.78223300000001,14.649272,it,Scicli,2.30535136945,21,100.07423978700001,39.62332863,103.05723193200001,3.4454291585400005,6.81316698085,202,SIC
11,6594185,3.3,1,4,4646.4,155.4,Strada Provinciale 43 Climb,w`f_Fq|fyAo@v@qCdDwAtAmAx@}ElBcD~@i@HmCRsC\eBZUBmA\y@`@g@`@oDhEo@h@SP{@f@i@Ti@Lo@Hi@JgBT}ALoA@wCFe@CoAQ_AYy@e@wIwG_A}@W]a@u@sCeIs@_BaAwAgAgA]W_Ai@cA]e@Kq@K_AI_AQmEo@oCk@a@Og@UiAw@eAoAc@u@s@cByCoIy@gBu@mAkKqNkBoBaEqD]YcBgAu@_@s@Yi@QcDw@eBi@kCo@}B]{@ImGc@eEe@iASa@OwCqAiBk@,2,False,36.73629,14.786179,36.771447,14.798319,it,Modica,2.4456042032700003,19,100.85558343299999,41.8416515752,105.803352132,6.15262083459,10.1041121233,279,SIC
12,1197968,3.3,2,3,7562.0,245.8,Ss194 Climb,i_c_F}thyAwAt@eCzAw@n@eAr@s@r@IB}@j@wApA{CbCy@l@y@f@oAbAqDlBiFzCsBbA{Az@e@LYN}BxAuI~EaBt@iAp@uDxAqA\g@RiB^g@HiCRoBFoCGaD[aFy@iBe@wBg@gBg@s@MaBa@yHsBs@U_B]aAYqD_AiDw@s@MwCs@wE}@gAYoAMs@EwASo@AaEa@sHm@wHu@wBIqBGmBBiBLsBXuAb@qB~@iCdBiD|CWJ[v@iBbCa@b@iFhGi@f@cBhBqElFmBbCiFfGiA|A_CdCyAjBkBpBqAdAaBbAg@T}Aj@yA^uBV{ALsB?wAEeCWsV{DqCk@iCq@iCgAg@Y}@i@_BgA_DiCmEaE_CmBwAcAkBcAgAg@y@Ya@IgBY,2,False,36.720692161500004,14.7951981146,36.7820986547,14.784943023699999,it,Modica,2.49554433755,16,102.270071549,41.9848771431,107.426694794,6.565217357740001,11.9208349374,313,SIC
13,16815488,1.9,1,4,4341.8,103.2,ss 194 1,igb_F__jyAz@rEXvBVrCBbBCf@Kx@i@pBQ`@]p@W\i@h@iAz@_Ah@mCjAaJnDkBz@cAh@gC|AwN`LiChB}CpBu[nQ{FxCsAl@kE~AcBb@cAT}@JwBP{A@yAA}AKgBOwBWoCg@kCq@eA]qCs@OAsBc@yBu@oFsAiA]{KqCsBc@eEaAyCk@{Ek@wFe@,2,False,36.71686,14.801922,36.749493,14.790385,it,Modica,2.5078558717,16,102.58975268,42.0312133246,107.868981639,7.13721791017,12.5627656134,322,SIC
14,13132701,2.8,1,4,3160.9,87.1,strappo Bellam.,}rf_Fk~jyA]n@a@b@qAbAMVSt@KZa@h@YL[DwCHsAE{A@cALc@@}BNu@J{AHaCTyBJu@H}@VqDrAcDtAk@Ze@^u@p@a@`@Oj@Dr@VrA~@|Dl@lDFb@?b@A`@G`@[|AqArEIn@EpAIj@Q`@_BdCqChBwAl@iAPm@Be@Ey@OI?WFMHGJCVA`@Fb@F|FAr@Gv@I`@mAvFMt@IbAKfDIxACrA@h@\hEAh@EJMR_@JKAKASKqAq@_@AUDmAf@oAr@oAj@]HoARu@v@,2,False,36.739198,14.806942,36.755397,14.787104,it,Modica,1.87506126339,18,100.419175601,41.894989282800005,105.373659875,7.29723957954,10.8385572015,75,SIC
15,5122253,3.5,2,3,4826.9,168.2,sp 45 da rotonda,gif_Fo|ryAWA]Iq@[_Ag@{As@]?qCPo@Bu@H_@Ns@^QLkAr@w@j@uJlGs@h@iA~@_@VeDxCuB`BmCbC}CdCeEvDiEjDw@x@_ChBoAhAsB`BMFa@JiADcA@{BEiA@gALuCd@eD`AiUhHg@X]ZY^[l@Wv@uAdC[j@{@z@s@f@wCzAyFlCuC|AQBQ?gIcA{CU}A?mK~@m@Hi@R_JbEgAr@mCjB]PcA\gBZ{ARkA^aBp@a@XiA|@wE~CqBvA{Az@,2,False,36.737649,14.847603,36.776384,14.828409,it,Pozzallo,2.37106786227,18,100.362603505,42.0185197758,104.75925195,9.69123649847,12.8984407945,235,SIC
16,15484596,2.6,1,4,3440.8,89.5,Salita bellamagna,ssf_Fa_kyAe@IwBMWKSSwBuCeJ_NcAsAcDsDuB{CqCmFwEiLsBaGSa@]_@oCqB[[i@}@i@cAoCmEaFmHyA}BsBmDcAkB}EaLoEaI_EwH}@iBoBwFk@mAm@gAs@}@uFiI}AwBsAkAa@Y}@i@m@WWQKUG[?y@Co@,2,False,36.739302,14.807057999999998,36.759355,14.835515,it,Modica,1.96848294855,18,100.408507475,41.8945573183,105.359456726,7.301470514580001,10.8359982523,93,SIC
17,15718967,3.7,1,4,2676.5,100.1,2°+3°Tratto gf,kai_F_nhyAQBcAOWAmCm@S@MI]E]Kw@a@}AaBOIgAaAUKQEa@[}Ag@QKa@Ia@SiAU]Mo@Q}@Qs@Y[CiBg@oAW{@Oa@A_BP_Cn@s@N[LkBd@_@VeA\MHu@FoAGm@GmAAm@F{@Te@TMHG?a@MEDJPCLqCpE]rAm@n@_Aj@iA\WDY?yCk@{@_@}AEg@Ms@?K@[FYNUDKJGB[FOJQBULMLiAb@a@ZWXILIXYVWh@MJ[Ji@CUHKF?FHDMDWEa@UUEm@WQOMUKEc@_@EK[G[MMMa@QEKKCMK_@S{@w@]Qk@a@GA,2,False,36.75174000000001,14.794083,36.773038,14.794137,it,Modica,1.6232492904,20,99.3274236977,41.7507862664,104.416623414,6.783326423409999,9.13770389742,42,SIC
18,16042947,4.2,1,4,3394.3,143.8,T1 T2,q~e_F}xhyA_@g@g@OGKCCY?eC[e@CeAA{ANk@Li@R]ZQTe@`@Q\_@`Ao@`AOr@Y`@AVKVOTeAt@ORa@ZOTMZOJw@X{@LWKy@Sc@EM?GDG?KAMI]Be@GsAA}BIe@Ea@KUCSBe@Nm@b@iApAi@x@QLKAGGkDgEiA_Aq@]{FkB_AK}F_@}AAs@HWHoD`Bo@Tg@Bk@Mm@Em@SoASYKO?OGO?ICKIQCm@WYQi@k@e@m@}@{@[ScAi@YIQIeA][Go@Sk@KoAc@aAUi@S[Ic@E{Ac@g@MuAQy@I]BkALkD|@{@^[Hu@JYPoAf@OBc@DsBMoA@k@FiATc@NMH,2,False,36.73593,14.79583,36.763512,14.79585,it,Pozzallo,1.74036268949,18,100.81078285,41.8823958763,105.961484776,6.65032059779,10.5646409994,55,SIC
19,11835837,2.9,1,4,3318.3,97.7,Strappo verso Rock Garden tutto,cff_FmdkyAeA\I?YNiBj@e@Ri@Hs@Ne@POHm@n@g@n@u@j@UTQXYz@OX_@d@WPoCLg@?s@Es@ByC`@{AJ]@{@LOAi@HiAHwBBmCVeCn@oBl@uAh@OBODsBjAmAnAMVM`@C\?dATb@d@bBTjA`@vCLlA?f@KfAK\Q`Aa@pAi@zBIj@ClAGp@EJaBnCcAv@aAh@k@b@y@^kAVe@BsAIOCSII@OHONId@C\JdF?~@C|@M|@w@~D[pBK|@KhBCL?^EP?PCp@?hBJtDF|@Cd@Kd@EFGD]F{@_@c@WQG_@@qAd@_Bz@SDq@\w@N,2,False,36.737141,14.807918,36.754859,14.787497,it,Modica,1.77085201164,18,100.60822450299999,41.9137401121,105.56330653399999,7.364989137969999,11.0612975064,59,SIC
20,15800323,3.6,1,4,4124.4,149.4,Tratto FSsp45,kpg_FeoryA{LdKcHfGiGfFcBzAeGdFaAp@]J_ABwECcA@eAJuCd@q@PcIfCyEtAgGpBm@Xw@p@g@x@sAvCw@vAW\c@`@kAr@sCpAmG`DuAv@a@Nc@ByLsAgAG_DNoBRiDTg@De@N_CjA}Al@w@`@e@RiAj@c@TsCnBu@b@e@Pi@LqEv@e@Ne@R}A|@eDxBu@j@_BdAoCbBg@`@e@RwAT,2,False,36.743905,14.845475,36.777022,14.828163,it,Pozzallo,2.40140054078,18,99.77563782979999,41.9635675068,104.10313646,9.428998378400001,12.218124113499998,252,SIC
21,6260514,4.4,3,2,7996.3,356.9,Salita Comiso-Ragusa,{mn`FmfdxAD?DJJFXb@v@x@LH^Lr@H^Ah@OXQ`@c@l@qCx@iCPONAPDTRHRR|AXxAFTPXn@j@jBhA^LdANZHp@ZRVj@Pf@v@~@~Cb@lA~AtCd@v@l@r@RFP@PKPULWCKA_@CW{@eBGEgAkBQUK_@OaAOcBMy@I]AUG]Iy@GSIcAKw@MeBMq@Ek@GSQ_@}AyCMu@EgC?QHOVRBXRl@Zv@PPXTl@TVPh@PVRRVfApCNl@dAlFJ^RVv@`@\Xb@zALZX`@RRPFnAVp@FdCd@bBx@lAx@VJTPZ^Xj@Rh@FTBn@?JEHIBCNBHLBHFRFD?JKBM@SJq@FiA?_@CQGQOW]c@eAiAISQFOUyAmA_AaAMWYw@s@{CY}BWwDGwA@uD]wGOqB_A{HKkAUgBgAsFg@{BUk@Qa@}A_CmBkCICIOGAk@eAGAq@sAKGs@_A_@o@c@c@g@u@MMy@qAWYAMK][gBg@cEUu@a@s@EEKB_@]YO_@[WYQe@w@cCMe@YaB}@oGW{AASDEH@FFJXd@tBRh@Tf@b@j@p@l@b@TtBp@`ATZNvAbBNLLF@Ft@x@p@`AF?p@x@h@|@J\^j@LZV^F@C?{@yCCU_@{Aa@uAMO?MCS_AcDk@{As@sA{@}Bg@kBg@aCs@wB[o@MGk@_Ak@iA[}@e@wCa@qBIw@c@cCg@eBMeAeAqE}@mFEm@AaANcCLo@CI?GRqEAq@@c@HiATiAHcAMuC@}BF{BJgAJq@f@gA,2,False,36.943189,14.608559,36.940879,14.643306,it,Comiso,2.57170883181,21,86.9343637026,35.600921954,88.3510968644,1.2363000330399998,3.14746395985,373,SIC
22,14773922,4.5,2,3,4803.1,215.4,salita comiso fino alla madonnina,qbm`FqpcxAc@cAaBuCMYOm@YmCmAcJS}BIm@Sk@q@mAs@_BGo@I_C@MFGF@DHPx@Th@PZRVb@VlBv@RRNXnApD`A~ENj@PVTN^PZVFJXbAPd@LVZ^RNVHzEv@VFtEpCb@h@l@fALj@@j@BZFHHFHBHAFGFKPeBDs@Ks@MYY_@o@u@gCwBo@o@e@i@Ue@[eAk@aCUiBYsDC}@EaEEqA]_F[sDqAiLy@kEu@kDc@gA{@wAuEuGwG_Ji@}@Qk@SiAUwASeBQw@Yq@g@m@US{@k@SUc@eAk@aBOm@Y{Ae@iDO{@[yBG[?MFGF@DFRfA`@vAb@~@Z`@f@d@j@\z@^dCv@^XrFlGt@bAnA`CFBHC@I,2,False,36.936256,14.605059,36.936808,14.62361,it,Comiso,2.60852603358,21,87.51455559520002,35.787649238200004,89.1718404594,1.7685966908500002,3.61718275842,406,SIC
23,11854819,4.2,1,4,2946.0,124.0,comiso ragusa parte 2,spm`FcqgxAzDnE^f@\h@pAfCPCBUw@aCUaAs@cCcAwCa@uAeBiEe@sAY}@m@eCi@iBi@iAkAiB_@y@Oi@SaAkBqK[uAq@cC[uAy@wE[aC?_A`@}KNsBb@aD@S?e@OuBCoADcBLyBBQLe@tDuJJi@Hk@DcATsNPeDX}H@oF,2,False,36.938502,14.62562,36.939678,14.651598000000002,it,Comiso,2.38381536598,21,86.802304926,36.0068348527,88.1161167323,2.6861114997900004,4.15743832877,242,SIC
24,1585480,4.5,2,3,5014.0,227.8,Strada Statale Di Chiaramonte Climb,ivl`F}|dxAe@kGiAiKa@cC}AkHWu@q@kAgFiHuCeEaAoAoBuCSq@c@}BYoCKg@K[OY]g@qBwASc@q@mBUw@ScAm@{DMkAi@aD@IDAJHt@pC`@bAb@n@v@r@TNf@RzC|@h@^dGbHp@fA|@fBNND?HOG]a@mA}BoIa@sAi@yAkAeC{@{BS{@i@kC]iA]_Ac@y@y@oAo@yA_@cBm@iDUeAa@mCoAgFoAeGW}AKmAPkFTqFJyAd@eD@k@WeDAg@DyAPmCNo@hDaJPq@LcA@k@IwAJODe@JmDDmDp@kNEiH,2,False,36.9342925586,14.6121563762,36.9397018198,14.651794228699998,it,Comiso,2.36921585741,21,87.45706124290001,35.963221683,89.0726167523,2.18970546949,4.06753621377,234,SIC
25,11987359,4.9,1,4,2497.3,122.9,SP9 climb - OR,_qq`FkcpxAdA?f@BXF^LVPNR|ApCtB`Fx@zBdCtFt@hBRd@xBxD^l@R`@ZfAl@zCjF|L`ChF`AnBvB~Fb@p@nBlBt@|@TLOqAy@cDq@iCUs@]w@DWZNV\TV|ArApF^BYE[Og@@]HYr@cBd@wAV}@nAeFRq@N_@~@eB,2,False,36.959042,14.669507,36.947853,14.661585,it,Ragusa,2.40483371662,21,84.3107892292,35.7366091028,84.46577848449999,5.92824100682,6.32243723589,254,SIC
26,3695489,3.2,1,4,2957.8,95.8,Strada Provinciale 14 Climb,iaj`Fi|dxAKG]MQCK@KCM?a@IyCI_CAOE]AOOMKEGs@o@Yc@c@_CS}AAIHMBMAy@G[MYYmAk@kB_@{CUmAOwAOs@Ei@CmAWaBMwAUoAcAwDKq@c@{AWa@i@mAOSS_@YgAOs@Y{@c@i@g@We@a@MOs@mBSYSg@_@]Ya@M_@Oy@]q@k@i@S[a@Y_@IoAc@g@MUOMCa@AQGaAKSGgAy@OQ[g@YYCKImAGO_@k@Uo@]g@Wg@EWGeB@YAI?u@Em@@WAI?c@G{AFS?WHSDa@OME[UAg@i@CIIGq@eAEQKGUg@q@{@kCaFKg@o@yAYi@WSQ[c@sAm@kAQc@QW?ICKc@{@,2,False,36.920698,14.612051,36.934976,14.636364000000002,it,Ragusa,2.33243845992,21,88.42633481540001,36.417466012,90.4107490266,3.54709097594,4.32484990508,215,SIC
27,4308183,4.6,2,3,4818.7,222.0,Strada Provinciale 77 Climb,ipu`FsthxALQHGvCyALK\a@bDgFhAaBlHcLzFqIhBuC`@g@n@oAv@mA~A{BfBoClAwAj@]`@SPGZEf@CHCHApAXd@Fl@NlE|@tAZb@Rx@l@zA`BnAnAd@Hf@ETKT]He@?[Ka@e@{@s@{A[_AIo@AiAJ{BBuBEmBW{CKqBAw@@]XcCV{@Tg@BOIOMB]v@q@dA}@lB[rAYpCCHG?KGAOFmBK{ADo@De@r@wB`@s@`@i@H[BSASO{@GQg@y@_AcA_AiAm@o@kAu@{@eAmA{Bg@oAa@_BSe@QWq@s@k@}@yAuCoAuCc@q@u@yAa@e@m@c@a@g@u@yA}@sBYc@kAaAW[eDuHw@sBq@{BQ_ASyB]cFE}AAm@VgG,2,False,36.979413,14.631307,36.975526,14.663257000000002,it,Comiso,2.24797326636,21,83.9222116247,34.426149963,83.8805738791,3.77201830959,4.27435117915,177,SIC
28,16661753,9.9,1,4,880.2,90.5,"Climb ""Americani""",ebk`Fyk~wA]u@[_AIo@HiAHY`@g@`@Ox@H`@Zh@r@f@^T@dCi@^MXOh@u@v@aBvA_Hv@u@PYJu@?QFu@VgBJwBOk@,2,False,36.92595,14.578698,36.922415,14.584617,it,Comiso,1.43136376416,21,89.0026457909,35.679056166799995,91.278960199,3.35691383334,5.04284195538,27,SIC
29,11994972,5.3,2,3,3108.3,166.8,salita allenamento run+mtb canicarao ,w~r`FqhjxAF[EoAUeAe@iAo@uBo@kEOiBDg@EmACk@KeAAo@Gm@IgC@g@Z}Bj@yA@QCIIAKFUj@i@|@oAtCKVY`BItACDGDICAMByAC{@Em@BmAf@aBHc@b@}@l@{@J_@QkASg@w@gAoCuC[YiAy@w@eAeAuBc@kAWgAUk@S_@q@m@a@m@{@}AaBwDoBmDk@u@_@[c@e@{AsC[w@QYY]{@q@UY}@kBqCyGeAsDMy@e@yFWcEZqHAw@g@yBa@{A,2,False,36.966368,14.639619,36.975928,14.664651999999998,it,Comiso,2.28780172993,20,84.5540376231,35.0801517783,84.8164414217,3.96425193689,4.64614682371,194,SIC
30,6748526,4.4,3,2,8916.3,392.7,Salita Cifali - Monte Raci,e}s`FosjxAvDNrDn@pD~@vC|BzCvB~@cDiB}DEgF?eFY}ED{Ep@gEqBtDoAhEa@DBcFbB}DSaEgCsCqCmCsBiDyAcE}B_DiB}DmByDgCuCoBuDcC_DiByDcB}DuAkEe@_F_@}EHgMg@sElDkAhDuApD{@rDg@|CmBrCiDxByDh@aFReFFkFIaFWiFCqDd@aEqBuDQiFrC{B|ChA~CtBnCdCtAdEhBzDnCvBbCvCtC|BrBdDzArCpCdBtBvC~C|AzBrBvDLrCkB~C|AxBjDbBzDzAdEdB|DhB~DrBrD|A`E~@vEhAnEvFpIfB~DzA`EfCnCp@a@{@{EcAkDrCjCjDl@~@wC|AgE,2,False,36.971239,14.641363,36.948833,14.65923,it,Ragusa,1.9731278536,20,84.1898720395,34.8935664511,84.2682881566,4.28323695926,4.81602034128,94,SIC
31,7773911,4.2,1,4,2329.5,99.5,friggintini verso san giacomo,olj`FszkyAk@bE]jDQpCPR?GAFUPAJM~AUhBuAzI[~BCj@BnBCv@SdCMd@{BjFYb@Wp@IFSd@oB`Du@rAyBlDk@dA_BhFOn@[dAa@lB{@hD_A`C]^QHqARM?w@TUJaB|@gAz@[^]l@MXQ~@w@tFY|AQf@QXmAdBU^iA~AURWP,2,False,36.922485,14.811468,36.93219600000001,14.789931,it,Modica,2.31806333496,23,84.60678323970001,38.3823461827,85.795615013,6.50867145992,7.5663838872500015,208,SIC
32,9769362,3.6,1,4,3387.5,123.0,Bibbiola,sgn`FyioyAcFNWDMRAXFTPLTB`A?`BRVFTNPRJZF\b@pDBt@Mr@y@xAk@r@[V]T_Ab@yEpBc@Lc@@a@I[Ou@g@_BaBk@y@oBgFc@s@UUaAq@qBgAUKU@QJKV@XHXNTx@t@`@d@NTJXFZA\E\mCvGe@|A}@dDg@|A[r@aChEcFlJa@x@Qf@CV?l@VlCV|IApAYhD?fAn@nH?x@E\Sv@Yn@QTg@b@WJgAZoL`CeAXULQPa@h@aBnCBDDI,2,False,36.942185,14.82925,36.95477800000001,14.810512,it,Modica,1.97772360529,24,83.0062739025,37.7937081617,83.56136572850001,8.314540096810001,9.52757210836,95,SIC
33,6549138,4.0,1,4,2104.3,83.3,Strada Provinciale 55 Climb,y~r`F}jqyAqAP]Hy@Je@J[NIFiBdAgD`CiA~@y@z@]XQJUPsAn@}Az@SNqAr@]XmB~@c@j@MVSn@]^EBMXON]j@QTE@DAE?BCSPWd@[r@Ql@E`@GRe@fAgAfAa@p@SRw@n@a@Vi@T}BlB_@N_@Xc@`@oAzAuA|@k@X_Af@q@Xo@Nc@N{ClBYJeALoAHKC_@YC?BLKPa@LO@]KwAs@o@Uq@MsBS,2,False,36.966377,14.839676,36.982039,14.82966,it,Rosolini,1.61278385672,24,81.1793892828,37.0146899507,80.7744445969,10.1334644308,11.315642660899998,41,SIC
34,15921707,8.9,1,4,1129.6,100.4,San Giurgiuzzu climb 2,iwd`Fi`hyA_@n@q@dBa@z@K\Qz@?R@p@GjB?|AKzFJjCGxAGV{@f@e@xBo@fBmA~Es@hBc@v@KTgAnDoA`DYhAQtA,2,False,36.893492,14.791896,36.896938,14.780649,it,Modica,2.17897694729,23,86.9722137589,39.2708242275,89.2959626394,4.3600647547000015,4.77278978459,151,SIC
35,11859596,2.0,1,4,4668.3,108.0,San Vito - Frigintini - SP23,e_e`FemuyAUg@gA_AOCc@HOF{@b@aAn@_Bp@k@@yCWk@Ck@DSF[Z]r@Mv@Ad@Mp@QVWNeItBe@XyAhA]TmA`@m@`@iHtGgB|AcAdAmFjHg@t@Sd@Qz@W`Em@~GoApEcAdE}@lCmAdDa@tAGXy@tFO`HUjBSlAMZOZqDdDmCtDoAxAk@`@aBv@eA~@aEzFu@pAcAvBaA~BqCtHYl@sBvCeAvCW~AK|Ag@~E[bCQn@aAvB_@n@gA|@c@Vq@RYRiD~DO^KjAErB_@`C_BvF]j@e@j@i@b@}@h@,2,False,36.894753,14.860518,36.91985800000001,14.82417,it,Modica,2.2430380486900003,23,86.43513810200001,39.4337948185,88.10614627620001,9.48998222292,9.76651919592,175,SIC
